forecast_day,mae_original,rmse_original,bias_original
1,333.65707,408.68198,11.868025
2,334.89343,416.39423,2.351932
3,346.84497,416.43268,0.75965714
4,331.0249,392.67725,28.133919
5,320.02502,385.679,42.5338
6,310.11984,375.4139,26.184153
7,311.30676,374.24362,-7.88876
8,315.19275,377.896,-15.110423
9,310.47137,372.36948,-1.3424819
10,306.97012,369.01144,-6.388977
11,309.43243,371.27274,-5.316454
12,315.0513,373.42923,2.7020197
13,313.76825,372.94394,-2.538086
14,298.98026,353.5787,19.437998
15,288.81107,350.97964,19.705288
16,295.03027,354.04562,24.567593
17,303.81262,363.69638,30.540415
18,302.22852,361.88458,24.210274
19,292.1383,348.33093,49.39073
20,290.36072,347.20007,51.524914
21,310.63574,367.79523,76.607056
22,310.67264,367.92758,97.91021
23,317.2646,373.9252,103.59687
24,317.45294,374.90204,105.08284
25,335.45935,415.5922,156.62196
26,338.34274,415.67947,159.80736
27,338.24823,415.54636,160.78801
28,357.31067,431.661,180.99721
29,350.76285,420.13226,183.31876
30,345.05383,417.52628,176.51877
31,347.95685,419.7049,188.37685
32,340.47256,414.1095,207.69214
33,331.79846,409.42337,221.85162
34,324.35715,405.98398,215.35626
35,325.0349,406.6275,212.60031
36,317.45108,401.67957,207.11049
37,334.8189,426.34116,223.58844
38,351.7941,451.7991,242.0574
39,355.83392,456.21985,248.32373
40,359.02676,459.15768,252.61185
41,359.38385,459.52832,242.65964
42,359.4217,458.12842,242.39868
43,350.09357,450.43546,257.45422
44,345.2314,446.69873,252.78812
45,343.19397,447.3624,247.26375
46,348.92767,450.82523,246.67892
47,360.74915,459.89725,266.54944
48,355.1014,459.28226,261.47104
49,360.06897,462.5445,262.69263
50,362.255,463.71158,263.9163
51,365.5923,464.17554,259.33392
52,360.9887,463.36102,257.38736
53,357.11926,459.71204,255.66821
54,355.04617,458.0622,253.25586
55,354.09045,456.99127,229.32983
56,358.2843,459.24966,212.60204
57,340.67767,442.02036,185.90883
58,336.06857,438.0336,180.28423
59,332.08453,434.34406,158.55678
60,326.2552,432.7576,153.2318
61,296.71127,379.9236,124.398575
62,293.50854,380.17996,122.63566
63,306.21277,397.05582,93.80386
64,287.06503,377.46158,65.2919
65,266.0214,356.46576,82.3763
66,279.48706,369.26743,68.70541
67,286.8175,376.53958,81.45222
68,292.44165,381.04446,87.916
69,293.71936,381.63522,79.6416
70,317.3191,412.36813,48.87424
71,316.88385,411.88815,45.801907
72,316.59216,411.915,45.946697
73,305.28384,391.2046,7.34394
74,290.32767,360.94662,-6.4318137
75,300.83813,373.57416,-30.644175
76,301.3028,374.28198,-57.129314
77,300.41483,373.66547,-53.263287
78,305.51093,378.209,-48.836636
79,299.64313,375.65744,-57.93811
80,301.76273,377.76736,-74.34454
81,307.1778,379.8706,-65.96859
82,312.2189,384.09106,-73.653244
83,301.44308,373.47314,-96.43979
84,314.00302,381.71637,-108.81512
85,315.85168,381.8579,-110.641426
86,316.1084,382.07944,-130.53043
87,319.46426,383.898,-133.9987
88,344.07715,418.88452,-166.35785
89,334.75586,414.07162,-174.99742
90,329.10416,412.3415,-179.02568
91,332.7309,416.6523,-180.92035
92,337.14877,421.1908,-186.77554
93,353.95056,436.8107,-204.48193
94,348.71817,433.64105,-214.75261
95,362.04602,453.34766,-176.53236
96,362.68524,452.33182,-171.75427
97,374.1037,462.36127,-160.4788
98,384.76413,467.25214,-149.22313
