forecast_day,mae_original,rmse_original,bias_original
1,334.218,383.5733,46.07459
2,354.7537,403.98285,83.6515
3,360.1475,405.57828,88.34491
4,335.25507,382.90833,71.990814
5,300.7712,356.34882,17.32897
6,286.82996,359.4218,-58.058147
7,294.21155,371.4738,-108.76829
8,295.5945,366.39835,-83.47637
9,292.53665,350.57806,-26.19178
10,300.38116,351.9412,-13.837673
11,303.5431,354.32034,-24.289005
12,309.76352,362.83356,-37.000507
13,305.56845,365.6003,-52.273746
14,295.81683,351.23483,-18.615543
15,291.97086,342.93384,4.6660256
16,299.324,345.93903,21.248299
17,298.5028,346.02698,20.365505
18,283.72864,337.52533,-6.0073547
19,269.60678,324.32135,-5.3526206
20,260.6279,324.31894,-25.821276
21,273.21027,332.8565,-13.098592
22,261.98047,323.1566,9.133396
23,265.14905,323.75516,12.382501
24,258.22662,323.23438,-0.80281234
25,267.8114,347.11066,34.11557
26,267.91525,346.2189,37.51939
27,266.99963,347.76028,48.109707
28,279.70996,356.05466,64.39507
29,278.84192,361.64188,51.804768
30,276.04135,358.80826,27.63774
31,269.9481,356.6715,28.412971
32,261.08517,350.4447,55.693733
33,258.57718,347.25015,99.409645
34,264.7146,358.40112,120.477646
35,280.38367,373.86285,129.23996
36,283.10736,374.81033,125.99428
37,291.57858,387.53152,135.43097
38,296.28064,405.98227,138.50865
39,293.1263,406.5465,135.38513
40,298.98212,411.63965,147.38416
41,306.16046,418.42773,150.31947
42,305.76282,417.80685,154.97339
43,297.4035,410.27164,171.42003
44,291.79773,404.67584,169.4656
45,287.92935,404.88657,171.05403
46,301.60358,417.18265,183.2207
47,320.23447,434.31274,210.18878
48,315.38727,436.0017,196.54166
49,317.75137,435.80612,180.4696
50,310.76892,427.9304,169.33649
51,305.6066,421.11163,158.69934
52,300.87134,417.20593,152.0412
53,296.5762,412.36508,145.33897
54,298.1397,411.72223,141.59016
55,302.78482,416.5112,120.00717
56,311.57895,421.2732,104.23831
57,298.6414,408.50208,81.77245
58,300.4682,408.66675,87.00736
59,302.4692,410.89398,75.88511
60,300.09836,410.92996,72.7845
61,271.58008,364.54797,34.083183
62,272.9198,363.3843,12.87441
63,295.68454,392.8618,-40.55283
64,289.96182,387.5404,-80.79419
65,267.3462,348.72888,-61.9292
66,281.65115,365.91785,-74.628265
67,286.60358,367.83878,-67.47736
68,292.09348,369.0948,-64.3101
69,297.58237,372.47342,-66.69922
70,326.52783,414.91965,-87.99921
71,324.41705,413.46262,-79.58184
72,328.00595,415.6766,-75.1885
73,323.90988,410.8289,-115.183105
74,308.60385,386.72318,-130.03221
75,327.43134,405.4697,-155.28044
76,333.4056,413.37482,-177.07877
77,326.841,404.80002,-162.25969
78,327.0227,403.08148,-143.37863
79,327.75534,403.8247,-144.95987
80,327.0046,404.769,-158.98712
81,334.247,409.69574,-146.98814
82,335.0641,409.02945,-145.25949
83,324.46472,404.2746,-153.33798
84,326.51324,399.11655,-155.30368
85,319.57785,394.2276,-149.31749
86,314.74872,390.46542,-163.91039
87,309.1754,390.74857,-166.83403
88,328.04065,411.4495,-202.55756
89,333.9407,415.95984,-204.92337
90,346.23666,425.20587,-193.98993
91,341.6474,419.09512,-186.74512
92,338.96912,417.11203,-187.34717
93,344.14496,422.4896,-196.23349
94,344.11343,422.98526,-193.31296
95,361.67688,463.03867,-144.17802
96,369.8137,467.69006,-126.22464
97,396.03403,496.111,-95.01285
98,408.91833,505.91138,-65.02244
99,409.23962,509.1905,-10.089291
100,416.60388,518.823,14.710697
101,446.42056,557.9124,55.72517
102,441.80344,555.2848,102.94824
103,459.96008,571.82135,84.51271
104,455.05493,569.8029,74.78533
105,453.76498,563.08826,55.418503
106,438.75027,536.7011,48.09169
107,423.63297,525.551,43.55175
108,429.10205,529.12006,32.055862
109,419.15137,521.53284,65.5289
110,413.286,520.07196,59.03576
111,396.44952,506.48752,83.851616
112,390.7332,499.6478,84.98682
113,386.69107,499.5171,90.1221
