pred_len,seed,best_val_loss,mse_normalized,mae_normalized,mse_original,mae_original,rmse_original,num_parameters,num_features,feature_cols,num_future_features,future_time_cols
365,2026,0.5054949058426751,0.44165894,0.51296735,145453.44,294.37994,381.3835754394531,111489,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
365,2027,0.5014137758149041,0.434884,0.5112808,143222.22,293.41202,378.4471130371094,111489,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
365,2028,0.4999494320816464,0.43896678,0.51588637,144566.8,296.05505,380.21942138671875,111489,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
365,2029,0.5082074072625902,0.6476407,0.57506704,213290.3,330.01752,461.8336181640625,111489,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
365,2030,0.4936249785953098,0.5755202,0.563128,189538.55,323.166,435.3602600097656,111489,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
