forecast_day,mae_original,rmse_original,bias_original
1,356.21997,398.82156,141.4808
2,377.13123,423.48813,171.87364
3,391.1129,435.2537,195.73724
4,394.5776,439.1358,228.90367
5,381.58142,426.26584,239.36966
6,360.30347,401.71045,207.20892
7,344.9901,383.68036,156.00311
8,341.96027,380.46933,148.53575
9,349.28897,387.92783,174.46512
10,344.27332,388.88525,175.13593
11,341.48282,389.82196,167.02905
12,338.27063,384.4927,155.5634
13,321.90842,368.42313,120.5443
14,307.3841,354.1184,115.42292
15,309.5669,353.58173,104.84832
16,312.45132,356.50803,110.00904
17,310.62933,355.25043,114.24259
18,298.32727,342.35358,97.949646
19,291.15158,334.3222,105.68965
20,275.94397,320.35742,80.218605
21,284.88278,330.86786,86.03085
22,287.9765,335.60837,109.147446
23,295.66882,342.9327,125.04408
24,290.5554,339.0947,128.26651
25,312.80847,383.81424,176.27007
26,310.50226,383.87357,177.2885
27,299.73163,376.32193,166.09323
28,303.8811,379.58505,163.85938
29,303.06558,385.93723,146.54118
30,295.03552,380.8452,129.67079
31,296.46338,379.32513,130.38254
32,288.20227,375.2901,138.86603
33,282.25574,371.78793,157.05936
34,278.91202,374.32858,163.56024
35,294.70203,389.3687,176.74635
36,300.0506,393.37354,171.26447
37,306.51385,405.2497,157.27419
38,302.32755,413.96292,127.69444
39,285.20813,401.8403,93.66596
40,281.2231,397.49014,86.57964
41,287.1058,400.12213,83.92857
42,292.0255,406.0944,102.78119
43,290.2002,408.58032,143.44559
44,295.81677,413.31998,158.57404
45,291.1654,410.3004,163.06757
46,299.07776,413.24384,167.65465
47,311.75867,424.01236,198.0946
48,306.58356,422.29193,197.85876
49,309.69815,424.13486,193.11359
50,307.48953,421.56406,179.20929
51,299.0256,415.2369,151.42465
52,287.83823,404.52267,124.38037
53,278.9392,396.83426,102.369995
54,278.29828,397.38416,93.387436
55,283.35098,403.06125,65.12247
56,297.10562,413.0171,42.654934
57,294.04596,408.6233,17.100271
58,292.8106,404.9731,23.81234
59,295.6426,403.08392,21.430918
60,297.14337,405.9705,26.039757
61,268.6353,366.22232,-4.21974
62,270.12018,367.82175,-24.610466
63,296.23404,401.70172,-77.10448
64,292.77386,398.94592,-112.850365
65,263.90454,351.92593,-84.42001
66,271.2195,358.98672,-76.85979
67,277.68896,361.9012,-43.7985
68,281.19598,364.55847,-19.70251
69,290.24988,369.98462,-27.861515
70,323.69693,418.19238,-78.10944
71,328.00208,427.7069,-109.879425
72,328.33105,431.347,-133.80434
73,328.97906,433.07022,-177.79362
74,315.8106,408.62564,-177.99207
75,328.69336,417.64322,-173.57872
76,328.75293,415.15155,-176.96646
77,322.88983,404.30173,-153.80629
78,322.31604,402.03757,-131.56375
79,318.67996,398.1305,-128.724
80,320.34802,399.9349,-143.35167
81,334.08774,408.3335,-139.73965
82,332.12732,407.5763,-147.3852
83,322.4217,402.70676,-170.80423
84,333.49503,410.17053,-186.33488
85,339.29752,417.79407,-190.39142
86,344.19708,421.36386,-203.58049
87,343.1434,423.4579,-195.86595
88,355.35364,434.73175,-216.37042
89,344.96518,423.99918,-203.27805
90,339.4005,417.25006,-180.45763
91,319.62338,401.1599,-151.32306
92,307.96228,392.18747,-123.78425
93,312.28577,394.3242,-119.94732
94,329.77243,407.38693,-136.54138
95,370.46146,470.33856,-123.57784
96,389.54654,482.45486,-133.84773
97,414.7408,509.6626,-119.79975
98,427.67456,519.92505,-95.377365
99,427.4276,519.1673,-33.650566
100,433.81128,524.54065,5.2316995
101,459.15652,558.9757,61.113323
102,453.44226,559.94806,116.70817
103,460.13156,572.38776,99.081314
104,452.32526,570.3757,91.14872
105,450.4735,566.8723,84.057076
106,432.4563,539.56165,96.31442
107,420.52008,530.0409,104.94313
108,425.9044,533.2294,93.3125
109,418.46478,528.3608,122.92613
110,408.81787,526.2262,120.20778
111,397.06018,517.24066,145.65497
112,393.99887,511.2652,135.78966
113,391.41336,507.2807,121.19835
114,382.22067,500.16125,96.531845
115,382.82703,497.88013,83.66216
116,382.57217,494.55533,72.21428
117,377.06796,490.12082,50.680637
118,379.9679,489.7477,39.057446
119,394.89163,495.4853,16.741743
120,389.50446,492.2321,24.326363
121,382.35754,490.44034,37.70614
122,370.2173,488.4393,60.382256
123,364.78632,489.55096,80.01296
124,349.99954,479.51273,122.417274
125,349.14148,482.56342,116.03788
126,350.28995,484.27457,98.45267
127,351.98312,484.5404,92.4622
128,347.14697,478.2943,74.97637
129,338.637,468.82648,51.679527
130,337.81027,463.06244,22.794102
131,318.16934,420.99844,-1.707316
132,311.54074,417.59296,-14.135814
133,283.7712,389.19275,-30.640638
134,264.34674,374.85944,-38.82273
135,244.81888,346.9427,-40.35015
136,244.67613,347.86237,-31.834442
137,217.89255,292.198,-62.445114
138,211.42303,284.6048,-82.22769
139,189.2783,247.81926,-70.04984
140,191.57996,251.00542,-78.21689
141,197.61578,259.88333,-81.65665
142,189.50626,253.97533,-66.657074
143,195.84735,256.33612,-60.26613
144,189.31326,245.81145,-35.704433
145,182.12967,240.06322,-35.94457
146,188.22102,242.06122,-29.519972
147,189.16954,241.78711,-26.898844
148,179.40396,232.00699,-10.218018
149,192.48492,243.51215,-0.35144043
150,196.54254,244.90529,-5.9322305
151,197.31786,243.39168,-13.915524
152,203.15038,251.72147,-6.2064075
153,205.11757,251.17877,-9.060554
154,215.00168,265.82748,6.8120747
155,211.60536,259.9761,24.905128
156,219.13113,267.04416,34.10369
157,225.9256,269.12308,33.57585
158,240.0714,286.797,13.37621
159,239.1011,289.02594,20.567223
160,242.89749,290.57983,19.806587
161,250.24641,302.42783,6.063551
162,238.37961,290.55194,1.6700066
163,237.59804,290.18427,-14.656169
164,233.10553,287.89355,-20.930515
165,230.13829,285.00607,-16.026499
166,228.70532,285.93652,2.8483615
167,221.02643,279.66547,8.1027155
168,238.21967,305.02655,10.980194
169,245.61322,308.64948,8.391523
170,250.55116,313.39532,-4.501441
171,254.27032,316.57022,-36.62163
172,255.60352,319.82477,-80.28508
173,262.26663,325.17825,-97.53628
174,261.8044,326.93787,-114.99847
175,270.11166,332.3028,-133.8683
176,266.481,332.95813,-134.83241
177,252.48895,321.58206,-119.813515
178,264.51013,335.73233,-121.24029
179,257.3416,327.93878,-103.53433
180,249.8322,320.18753,-80.95872
181,246.53781,316.7354,-56.191635
182,241.9164,312.96112,-49.896755
183,242.5954,313.68225,-55.05258
184,243.37462,312.8405,-55.10057
185,244.13588,314.4796,-70.28418
186,240.41946,309.45505,-71.976456
187,236.62274,306.0887,-70.188126
188,223.66815,295.96783,-85.07462
189,222.29932,294.91452,-86.236176
190,213.13503,281.4683,-103.05587
191,204.86569,274.67984,-106.94913
192,204.26477,275.30875,-123.60612
193,202.95093,273.5008,-139.26823
194,199.01202,265.72568,-123.41087
195,206.40994,276.72174,-144.68452
196,218.76239,288.89496,-164.32628
197,208.55246,278.93793,-152.25757
198,204.82124,272.04654,-143.54877
199,206.08026,273.7876,-134.00165
200,208.60275,274.14868,-134.54257
201,208.26419,271.54956,-128.00279
202,200.38522,260.59082,-114.19081
203,201.40305,260.15717,-105.578735
204,186.11884,234.12282,-72.7643
205,185.49966,238.6334,-75.23537
206,185.50838,242.11992,-80.31027
207,187.59796,248.33432,-93.01074
208,188.01413,248.08012,-96.583496
209,191.96764,252.30351,-98.77298
210,195.26314,249.80693,-98.51822
211,195.17899,245.58136,-86.90799
212,191.1093,241.62158,-83.99946
213,198.91037,251.85542,-79.110504
214,194.49208,249.10176,-74.59135
215,203.25319,257.50323,-100.90205
216,208.79462,264.1591,-119.312416
217,216.43495,270.022,-136.04105
218,223.71698,278.00525,-146.87512
219,224.57448,280.59073,-150.21082
220,228.03445,280.07587,-140.14197
221,216.70026,266.4101,-123.90781
222,209.9286,260.30008,-107.046616
223,210.19522,259.41348,-94.90868
224,216.93327,262.47763,-82.68328
225,214.56415,260.74026,-98.44166
226,214.10149,262.75595,-102.67143
227,217.87865,264.6653,-97.52401
228,203.88797,249.38808,-77.54915
229,196.3627,243.58287,-65.84473
230,198.56844,246.60219,-82.59547
231,207.44693,255.30019,-95.07807
232,214.39095,270.75848,-111.31259
233,220.86725,274.91528,-109.24925
234,229.16783,284.74454,-88.59561
235,224.25742,277.53363,-57.17418
236,225.28625,277.0202,-37.47933
237,230.08127,277.92365,-33.26625
238,230.35593,277.85654,-43.057507
239,216.69008,262.76385,-48.7138
240,217.0014,264.23694,-69.61991
241,223.1615,268.09195,-52.019653
242,222.65897,263.40674,-23.526936
243,224.12012,262.01755,23.199446
244,222.56073,259.8573,59.952297
245,224.75893,263.9522,83.660614
246,236.27805,278.2598,106.22782
247,250.75252,295.67062,115.79442
248,267.9184,324.08334,128.72006
249,271.51498,331.51254,131.73822
250,269.892,329.69962,131.68044
251,264.71448,322.62125,138.611
252,267.26358,325.28598,149.86581
253,272.64124,331.61993,165.78209
254,280.59418,340.76114,182.42517
255,299.76428,362.4318,201.15921
256,314.1892,379.27505,219.60532
257,321.53723,387.557,246.09612
258,336.07422,398.43304,262.928
259,353.60245,413.9326,281.9116
260,369.9618,430.3675,299.59106
261,390.6193,447.07593,325.1105
262,409.83185,465.7592,345.70752
263,409.3344,464.71597,347.0438
264,409.47623,465.549,348.88876
265,416.45544,473.4052,359.08234
266,429.8368,487.42023,388.73798
267,441.8017,499.06732,415.9518
268,443.6186,501.3034,443.02692
269,449.69815,509.76816,449.4127
270,432.00037,492.42514,429.95175
271,413.1146,474.47028,409.75653
272,399.61002,460.8587,393.2941
273,389.0487,454.31772,380.3996
274,399.113,461.451,391.10846
275,430.28802,493.64886,373.32568
276,439.6752,498.8858,373.66675
277,449.3105,505.57898,359.7862
278,468.09158,520.22266,362.4176
279,476.9343,530.9346,364.34055
280,488.8305,543.3085,357.86993
281,490.82358,548.43256,349.20465
282,476.28635,538.89667,330.0023
283,465.72174,527.9488,303.8715
284,447.91504,512.22614,289.42334
285,437.40744,504.08856,276.9818
286,428.33606,499.76782,267.58044
287,414.2209,494.0539,257.99313
288,396.65695,482.033,237.86876
289,378.3652,466.4933,209.72304
290,359.0212,449.32404,186.81465
291,339.1341,426.71793,161.7077
292,322.66492,409.1296,152.57349
293,311.7056,398.11707,131.80669
294,301.09308,386.53757,109.60468
295,288.72437,368.7289,65.22918
296,281.25357,352.7641,13.375502
297,272.26328,336.71762,-20.641785
298,264.18625,320.01596,-36.78742
299,272.9281,330.80923,-44.853565
300,269.4425,327.6575,-24.829939
301,274.07062,331.0242,-17.64103
302,264.3929,324.1442,-13.188945
303,246.9052,313.65204,1.5277236
