pred_len,seed,best_val_loss,mse_normalized,mae_normalized,mse_original,mae_original,rmse_original,num_parameters,weekly_residual,num_features,feature_cols,num_future_features,future_time_cols
90,2026,0.5091416826398354,0.4026506,0.5138135,134397.53,296.84995,366.6026916503906,129537,False,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
90,2027,0.5089254947159234,0.3784776,0.5006206,126329.016,289.22787,355.4279479980469,129537,False,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
90,2028,0.504682156983323,0.42045552,0.5311537,140340.5,306.868,374.6204833984375,129537,False,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
90,2029,0.498453140728117,0.390909,0.5096063,130478.38,294.41928,361.2179260253906,129537,False,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
90,2030,0.5075293751213494,0.3714132,0.49370173,123971.055,285.2306,352.0952453613281,129537,False,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
