pred_len,seed,best_val_loss,mse_normalized,mae_normalized,mse_original,mae_original,rmse_original,baseline_mse_original,baseline_mae_original,baseline_rmse_original,mean_abs_neural_correction,correction_alpha,calibrated_val_mse,num_parameters,residual_history_days,residual_tau
365,2026,0.5361072619756063,0.4012923240661621,0.4918088912963867,132159.328125,282.237548828125,363.5372314453125,130531.703125,281.15362548828125,361.2917175292969,68.01386260986328,0.5882687178392395,0.5276385,61450,7,7.0
365,2027,0.5253101653522916,0.4007495641708374,0.489562064409256,131980.5625,280.9482116699219,363.2912902832031,130531.703125,281.15362548828125,361.2917175292969,79.62643432617188,0.7081931242991603,0.5212986,61450,7,7.0
365,2028,0.5449264778031243,0.3963501453399658,0.489920049905777,130531.703125,281.15362548828125,361.2917175292969,130531.703125,281.15362548828125,361.2917175292969,2.2556067051482387e-05,0.0,0.54492646,61450,7,7.0
365,2029,0.5426497128274705,0.4027927815914154,0.4914247691631317,132653.46875,282.01715087890625,364.21624755859375,130531.703125,281.15362548828125,361.2917175292969,35.99589538574219,0.5578657568370039,0.5388041,61450,7,7.0
365,2030,0.5375525487793816,0.4008984863758087,0.49242979288101196,132029.625,282.5939025878906,363.3587951660156,130531.703125,281.15362548828125,361.2917175292969,40.276912689208984,0.8934346892729297,0.5374461,61450,7,7.0
