pred_len,mse_normalized_mean,mse_normalized_std,mae_normalized_mean,mae_normalized_std,mse_original_mean,mse_original_std,mae_original_mean,mae_original_std,rmse_original_mean,rmse_original_std,mean_abs_neural_correction_mean,mean_abs_neural_correction_std,correction_alpha_mean,correction_alpha_std,calibrated_val_mse_mean,calibrated_val_mse_std
365,0.4004166603088379,0.0021583449537836328,0.49102911353111267,0.0011053284249110502,131870.9375,710.8125469175884,281.790087890625,0.6343085872599192,363.13905639648436,0.9801025806065431,44.78262551341068,27.773264092063737,0.5495524576496666,0.2989975965777735,0.5340227,0.008439605
