forecast_day,mae_original,rmse_original,bias_original
1,277.2632,334.17453,-22.371532
2,279.7727,338.74728,-63.65526
3,291.676,351.45712,-113.762314
4,304.05502,367.28708,-161.18709
5,310.39975,376.98773,-190.07675
6,305.296,371.30682,-194.3829
7,293.66318,358.0505,-173.51677
8,282.81122,345.84497,-149.19348
9,275.41318,338.31827,-128.64497
10,269.6805,330.4472,-117.65
11,271.6155,332.05493,-124.08739
12,268.6822,331.49426,-128.30896
13,263.47034,326.0806,-121.58496
14,261.3115,322.38812,-111.825836
15,257.45212,317.08728,-100.00909
16,258.7993,318.48474,-100.73033
17,260.8076,319.4669,-108.66398
18,266.30695,325.50275,-123.5383
19,269.0859,330.85065,-133.40991
20,268.84488,330.1956,-137.38185
21,268.52267,330.8209,-135.73453
22,262.5538,323.9265,-121.5966
23,259.91748,320.04282,-103.95426
24,259.16904,317.81934,-101.246414
25,262.80585,322.53265,-106.075066
26,264.91467,326.04285,-118.31634
27,269.93686,331.23087,-132.5551
28,273.35306,337.4341,-150.27902
29,280.0553,344.83124,-167.24104
30,277.84802,342.90085,-166.84712
31,274.0094,335.73325,-152.05225
32,266.2623,326.25647,-123.86507
33,257.85324,315.8632,-100.73141
34,255.34685,311.37555,-88.74937
35,257.69864,315.13153,-99.46204
36,266.7058,325.34042,-129.11743
37,277.2099,339.10544,-160.07486
38,287.5976,350.93655,-180.38942
39,288.6664,349.87137,-174.9186
40,274.1446,331.54114,-140.7478
41,263.51703,317.0491,-107.64868
42,255.44534,310.46606,-84.32206
43,255.35753,310.36096,-87.31543
44,260.0639,315.05453,-107.12194
45,263.65274,320.2012,-125.12228
46,268.54422,326.2794,-138.25995
47,271.68866,331.97794,-152.78383
48,280.13205,344.02127,-175.69287
49,291.9612,357.0906,-197.80687
50,298.881,367.47098,-201.90369
51,299.8764,369.22687,-191.05447
52,304.74182,379.95737,-188.83429
53,302.6611,375.93484,-180.46535
54,295.241,368.27356,-168.30124
55,286.05743,358.26663,-141.87679
56,282.22574,352.09976,-113.92365
57,275.38553,343.54358,-82.93335
58,274.11145,339.88492,-57.798252
59,269.4434,336.2701,-37.799187
60,270.7429,339.4669,-42.6953
61,277.00272,347.163,-79.24874
62,295.31125,367.92993,-129.50719
63,318.51227,391.41312,-161.25676
64,324.2305,394.45682,-162.58037
65,314.53613,382.73654,-131.04591
66,304.18338,368.07144,-92.12992
67,299.5565,363.51035,-67.11819
68,303.1105,366.60223,-68.717674
69,315.7731,381.16693,-92.12181
70,319.1935,385.7862,-102.63607
71,319.4826,385.28168,-103.01809
72,318.80798,384.5368,-95.953804
73,312.53873,380.40256,-83.32297
74,312.05103,379.1382,-71.89969
75,309.2096,376.20007,-59.62335
76,307.39212,374.97058,-48.758755
77,304.41608,372.29852,-38.587143
78,300.7058,369.77466,-39.324577
79,303.8833,373.59402,-55.677303
80,312.85248,385.30826,-84.37617
81,328.37195,401.58765,-115.75839
82,335.78366,409.91873,-133.72873
83,334.41553,409.3843,-133.19241
84,325.9986,398.89456,-116.001686
85,321.55615,392.30817,-110.98808
86,331.6669,408.04346,-113.59596
87,342.74368,420.95667,-138.50713
88,352.9183,430.57758,-149.04108
89,350.0338,425.87207,-133.53555
90,343.56555,415.0955,-94.02092
