pred_len,mse_normalized_mean,mse_normalized_std,mae_normalized_mean,mae_normalized_std,mse_original_mean,mse_original_std,mae_original_mean,mae_original_std,rmse_original_mean,rmse_original_std,mean_abs_neural_correction_mean,mean_abs_neural_correction_std,correction_alpha_mean,correction_alpha_std,calibrated_val_mse_mean,calibrated_val_mse_std
90,0.292700868844986,0.0061054158921323215,0.4193906128406525,0.006345694279564176,97698.2859375,2037.874719416317,242.29819030761718,3.666148369036602,312.5503356933594,3.2514272871596748,88.86942749023437,9.83792227427304,0.784602157707474,0.15682667672817707,0.45332685,0.0036940014
