pred_len,seed,best_val_loss,mse_normalized,mae_normalized,mse_original,mae_original,rmse_original,baseline_mse_original,baseline_mae_original,baseline_rmse_original,mean_abs_neural_correction,correction_alpha,calibrated_val_mse,num_parameters,residual_history_days,residual_tau
90,2026,0.4560701534973355,0.2873948812484741,0.4107967019081116,95927.25,237.33316040039062,309.72125244140625,102263.0859375,250.3280029296875,319.7860107421875,82.26860046386719,0.5832536682274962,0.44628352,61450,14,7.0
90,2027,0.45530408691233537,0.30297476053237915,0.42979541420936584,101127.515625,248.30943298339844,318.0055236816406,102263.0859375,250.3280029296875,319.7860107421875,104.27228546142578,0.9340233130788804,0.45525318,61450,14,7.0
90,2028,0.45823459855214815,0.28567230701446533,0.41531097888946533,95352.2734375,239.94122314453125,308.7916259765625,102263.0859375,250.3280029296875,319.7860107421875,87.69293212890625,0.6896835278643859,0.4564024,61450,14,7.0
90,2029,0.4550006086901417,0.2944895923137665,0.4205840229988098,98295.3359375,242.9876708984375,313.5208740234375,102263.0859375,250.3280029296875,319.7860107421875,94.3476791381836,0.7160502793666071,0.4530503,61450,14,7.0
90,2030,0.45564491495372744,0.2929728031158447,0.42046594619750977,97789.0546875,242.91946411132812,312.71240234375,102263.0859375,250.3280029296875,319.7860107421875,75.76564025878906,1.0,0.45564494,61450,14,7.0
