pred_len,seed,best_val_loss,mse_normalized,mae_normalized,mse_original,mae_original,rmse_original,num_parameters,num_features,feature_cols,num_future_features,future_time_cols
90,2026,0.5051024682878509,0.32370654,0.46001536,108047.41,265.76868,328.7056579589844,111489,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
90,2027,0.5054844796188235,0.32874757,0.4638306,109730.02,267.97287,331.2552185058594,111489,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
90,2028,0.5010766447998407,0.36227256,0.4636518,120920.06,267.86957,347.7356262207031,111489,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
90,2029,0.5003477480467848,0.36401182,0.45823047,121500.6,264.7375,348.5693664550781,111489,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
90,2030,0.49835788922047053,0.33328205,0.46675786,111243.55,269.6641,333.53192138671875,111489,20,"global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend",7,"month_sin,month_cos,doy_sin,doy_cos,weekday_sin,weekday_cos,is_weekend"
