forecast_day,mae_original,rmse_original,bias_original
244,193.3127,238.69649,-66.963844
245,184.00925,231.71115,-57.66036
246,184.55621,232.4582,-40.049644
247,193.38826,240.62514,-31.21759
248,200.99039,249.24847,-23.615465
249,201.97087,250.73091,-22.634981
250,206.76997,255.78491,-17.83587
251,206.58955,255.6083,-3.9335735
252,208.7005,257.83505,11.111202
253,210.3293,259.83096,28.73162
254,215.39215,266.08084,46.765427
255,226.63129,276.73795,58.00456
256,234.36485,285.0697,65.73811
257,237.13107,288.29858,84.3287
258,245.31326,293.48495,92.510895
259,252.62433,298.20145,99.82198
260,257.44907,302.62595,104.64669
261,264.3031,309.2811,121.15102
262,276.16266,318.2111,133.01059
263,277.5853,318.3882,130.80869
264,281.18896,319.77496,127.20499
265,285.50696,321.63965,122.88699
266,277.07864,314.9057,137.01408
267,268.83432,306.46298,154.68977
268,256.7145,287.77618,180.14032
269,264.89264,297.35837,188.31847
270,258.05893,294.30234,181.48473
271,258.151,294.37173,181.57677
272,259.82468,295.4642,183.25043
273,259.70782,295.44498,180.55008
274,260.57352,296.01736,191.41257
275,280.71805,335.7794,171.26807
276,283.95828,338.442,168.02783
277,297.4728,350.98703,150.25092
278,305.21094,357.4595,142.51274
279,314.13095,362.22577,131.83081
280,328.09143,374.90756,117.87036
281,337.10507,379.00555,108.85677
282,333.14197,376.3244,94.662224
283,335.57053,379.0342,71.25003
284,324.6649,372.69803,59.118042
285,318.5239,367.97076,43.28016
286,315.90833,365.78918,26.27961
287,312.6434,364.10526,15.822652
288,304.64844,360.46637,6.661889
289,295.33362,355.81546,-2.6528864
290,283.80215,349.00363,-14.218129
291,274.80875,341.24408,-30.761251
292,272.13266,338.1427,-33.437363
293,263.8155,332.3194,-46.47706
294,263.22415,331.74768,-47.068394
295,254.95993,327.39215,-56.718143
296,247.12088,322.0513,-69.0091
297,243.20099,317.764,-72.92902
298,248.27919,326.29712,-67.85086
299,251.19304,327.34647,-70.76466
300,255.1521,330.46304,-56.380394
301,252.62103,329.15332,-53.84932
302,251.29231,328.83557,-58.219353
303,251.043,328.71027,-58.46875
304,244.9548,326.2868,-65.71133
305,232.3412,315.95782,-78.32493
306,237.8349,317.83313,-72.831215
307,239.20651,318.90237,-71.45956
308,239.4365,319.0658,-84.058075
309,244.0804,320.95374,-76.83058
310,239.54343,319.1187,-81.36756
311,220.7861,278.4034,-62.610176
312,217.28757,274.95938,-59.111687
313,206.35696,259.98203,-48.18107
314,201.5003,253.39484,-43.324387
315,199.07008,250.41295,-26.152636
316,188.81702,233.3935,-15.899529
317,182.81648,227.519,-3.3652582
318,178.67157,225.51425,2.721266
319,175.85446,220.27644,5.538364
320,175.38542,220.2474,6.007426
321,171.33258,218.36998,11.651452
322,177.26813,228.09543,5.715915
323,188.3122,243.47064,-5.328149
324,188.46487,243.48553,-4.0096097
325,205.59494,265.01163,13.120448
326,220.96968,280.64154,28.529026
327,249.03337,338.7323,0.4653524
328,249.68805,339.42212,-19.383625
329,252.17117,340.3698,-21.866707
330,248.99103,337.99634,-25.046906
331,251.51413,338.52112,-27.570024
332,270.06097,360.4894,-46.117012
333,286.83893,386.60016,-78.413315
334,277.71375,375.38446,-87.53847
335,287.1495,383.8353,-68.650696
336,283.39432,381.25748,-72.40579
337,280.22864,380.69156,-69.24003
338,285.86902,382.9999,-60.55822
339,299.31155,396.88388,-82.93326
340,299.2182,396.87927,-81.872
341,300.13123,396.99985,-80.95924
342,301.14502,397.5747,-79.94519
343,297.5278,395.68002,-83.56262
344,321.40332,433.71753,-107.43841
345,319.57263,432.95398,-117.47887
346,318.29974,432.88068,-118.86053
347,315.17563,431.039,-104.714096
348,310.0313,429.6428,-99.56989
349,313.48715,431.50443,-103.025475
350,312.7835,431.09982,-102.32201
351,306.35065,428.86224,-108.7549
352,305.76404,428.5797,-97.286514
353,308.0968,429.44763,-94.95391
354,312.18808,430.48096,-90.862755
355,311.44202,429.87332,-71.402306
356,323.81046,436.37912,-58.74544
357,332.04062,439.70068,-50.51542
358,327.837,435.88934,-28.463213
359,329.458,437.95306,2.438063
360,332.03748,438.38223,5.0176086
361,353.18176,484.58667,26.161926
362,340.6354,476.01178,13.615546
363,320.9072,442.01147,57.564445
364,315.09195,438.51923,72.25286
365,326.54584,448.3493,93.39556
