forecast_day,mae_original,rmse_original,bias_original
1,224.29396,284.8676,-19.676085
2,231.19098,294.27756,-43.068073
3,234.28818,304.10977,-62.08816
4,235.2468,308.7005,-81.55797
5,238.62326,315.6032,-99.36708
6,237.20406,317.86713,-116.11004
7,236.24957,319.0709,-128.26035
8,240.73645,326.11838,-141.55005
9,243.43443,328.37808,-148.64487
10,242.16902,326.33713,-148.905
11,247.62009,331.9952,-154.89568
12,251.98938,336.01187,-158.27686
13,253.24118,337.83823,-158.14345
14,256.34982,340.68335,-161.90793
15,259.48755,342.9722,-163.38496
16,263.58365,345.85254,-166.61589
17,264.99316,346.73123,-165.29764
18,265.7501,347.06152,-167.51157
19,265.411,346.9735,-165.18588
20,260.8601,342.44104,-161.61357
21,261.8965,343.13455,-162.60504
22,260.46155,342.56824,-159.96632
23,260.3798,342.5252,-153.00536
24,258.7584,340.0204,-151.04163
25,258.5017,339.75098,-148.41702
26,260.71075,340.4359,-150.42943
27,262.01715,340.64166,-151.58824
28,259.7687,339.48978,-153.44643
29,259.64905,339.10925,-155.97774
30,255.4738,334.60675,-151.9597
31,255.54738,334.23367,-151.47539
32,255.32718,333.91602,-151.3477
33,256.643,334.97818,-155.8035
34,256.98993,334.914,-154.95601
35,256.9939,334.78534,-155.9138
36,259.52426,336.24933,-158.99411
37,256.73068,332.90366,-156.13835
38,256.60168,332.78766,-155.97603
39,258.30865,333.74484,-158.97197
40,259.22668,334.1425,-157.96861
41,258.29553,333.32898,-162.47464
42,258.94135,333.5213,-160.64598
43,259.27393,333.57672,-159.22137
44,256.41815,329.75363,-156.36037
45,254.11859,328.14,-152.7311
46,252.33673,327.06604,-154.5013
47,255.03079,329.25806,-157.18959
48,256.35303,330.81995,-158.5096
49,257.14264,330.98273,-157.71593
50,261.57397,337.36597,-150.13118
51,262.03873,338.32846,-139.1486
52,266.79803,347.65738,-143.90564
53,268.24536,348.2273,-146.065
54,268.54694,348.25577,-146.36716
55,266.554,345.57922,-139.02338
56,265.94077,345.37897,-139.63577
57,268.96225,348.03793,-142.65742
58,272.3008,351.58276,-145.99547
59,273.8214,353.79214,-137.92177
60,276.4606,358.3208,-128.29819
61,277.14545,359.08423,-122.00294
62,276.71127,358.73865,-117.502235
63,280.9159,362.27658,-113.2974
64,282.90085,363.35544,-116.40308
65,283.99417,364.24582,-115.30975
66,286.85193,366.2047,-112.452
67,289.09296,368.90564,-105.4756
68,290.8287,370.60062,-99.78973
69,294.3952,375.66312,-103.3562
70,293.26038,375.0517,-100.17143
71,293.91345,375.19476,-98.877365
72,296.04672,375.9863,-96.74412
73,293.4211,374.16766,-92.65279
74,294.19806,374.37878,-93.42971
75,294.91196,374.48154,-94.143585
76,294.7746,374.44287,-94.28096
77,293.3104,373.7264,-91.398445
78,292.67328,373.58493,-90.76133
79,291.69272,373.30423,-89.7808
80,291.66574,373.2888,-86.41619
81,293.44144,374.64618,-81.91433
82,291.8621,372.95667,-75.61711
83,289.3608,370.20612,-69.18232
84,286.10275,364.95938,-59.86016
85,287.27023,365.33057,-61.688614
86,295.40735,378.473,-53.551487
87,295.2706,378.4488,-54.605877
88,297.65775,379.72653,-52.2187
89,298.11182,379.82178,-50.964344
90,299.6856,381.44653,-44.775986
