forecast_day,mae_original,rmse_original,bias_original
1,211.21884,275.0738,-33.751667
2,216.70279,279.8673,-33.768497
3,224.11224,286.52637,-44.39677
4,225.00461,286.9297,-51.339436
5,227.88618,289.9299,-52.822884
6,228.39539,290.41623,-62.997574
7,229.5943,292.23163,-74.670044
8,232.70717,295.42352,-79.47642
9,231.39099,295.21725,-82.41098
10,229.54117,293.8583,-87.80241
11,231.76898,295.8315,-91.21526
12,231.25003,294.68106,-86.924644
13,229.96257,294.2823,-88.613174
14,232.39987,296.9684,-98.11363
15,232.80453,296.8488,-93.50772
16,232.23041,296.52383,-94.1308
17,235.2161,299.59494,-103.23728
18,236.21951,300.58008,-109.712456
19,237.46245,300.92923,-103.17672
20,233.62079,296.91388,-100.46154
21,235.22792,299.02872,-104.46089
22,235.76624,299.06866,-94.73617
23,238.81134,303.9908,-83.70404
24,237.80435,302.95898,-87.32334
25,238.84789,303.97974,-84.90467
26,237.15584,301.91046,-80.00933
27,237.06421,301.87674,-80.43821
28,236.83589,302.4082,-84.27144
29,235.03664,300.58026,-75.49854
30,230.87187,295.2523,-62.19008
31,231.9764,296.42026,-66.755264
32,233.74817,297.59625,-67.77109
33,231.94106,295.6645,-64.05207
34,233.50107,296.53726,-59.820713
35,234.57018,297.55865,-62.309574
36,235.60793,297.49078,-60.57554
37,231.76079,292.75424,-55.53165
38,232.45255,293.74048,-61.202007
39,233.87701,294.98175,-64.91552
40,233.86691,294.00195,-59.066982
41,233.83247,294.1534,-65.59807
42,234.5999,295.56274,-69.72658
43,234.28421,294.95993,-64.54883
44,231.41783,290.35953,-60.188107
45,229.77428,290.28595,-67.76655
46,229.22975,290.7369,-77.02371
47,231.3666,293.41867,-76.782295
48,233.97568,297.4892,-78.308655
49,235.7546,299.48444,-81.79867
50,239.87106,305.66296,-71.80749
51,239.92609,305.40814,-59.58712
52,246.29097,321.76712,-70.618164
53,248.23488,323.33725,-74.87695
54,248.58759,322.65182,-70.23418
55,244.5555,318.10538,-62.603405
56,245.33983,318.95557,-67.09927
57,249.15627,322.9325,-65.16058
58,253.87685,328.10956,-63.25987
59,253.34395,327.96115,-59.6312
60,252.72153,327.66464,-50.82794
61,251.72803,326.5982,-37.892136
62,250.41887,326.06317,-30.676126
63,253.02014,327.58408,-29.323961
64,256.33954,329.69324,-31.841082
65,255.72154,328.59402,-30.59285
66,255.06268,328.08347,-32.73355
67,254.42366,328.10516,-27.420998
68,254.18614,328.08884,-18.961384
69,260.15106,339.52618,-23.199863
70,259.52716,339.28598,-24.877365
71,259.88507,339.30084,-23.395723
72,260.35016,339.4372,-21.733826
73,258.84888,338.85236,-26.880955
74,260.0125,340.01285,-35.188297
75,262.34058,341.16156,-36.118324
76,262.214,341.21994,-36.98741
77,262.20514,341.52386,-37.61151
78,263.0923,341.90765,-36.13145
79,264.10138,341.9202,-34.96342
80,262.38144,341.0514,-37.813583
81,261.3313,340.04416,-37.781208
82,258.61078,336.6094,-29.521765
83,255.58528,333.36804,-21.280476
84,251.40578,327.0996,-11.336093
85,254.70827,329.29282,-7.181385
86,263.58914,345.1688,4.9259696
87,262.00125,343.77112,-0.92247576
88,262.12247,342.50528,-4.2884097
89,261.80905,342.27054,-3.0929348
90,263.22507,343.7299,4.1065607
