forecast_day,mae_original,rmse_original,bias_original
1,331.77924,407.77728,14.995826
2,339.31143,412.64014,4.0300226
3,346.25552,411.84326,-3.1736078
4,331.45026,389.3725,16.844933
5,323.42078,384.16092,25.498617
6,308.50452,371.55872,3.3739963
7,308.7705,371.02518,-32.268585
8,306.30356,371.76306,-36.282543
9,300.55817,366.92496,-24.135294
10,298.13977,364.61627,-38.09158
11,299.8507,368.8778,-46.145443
12,307.36832,371.455,-41.83632
13,303.34042,370.42798,-50.02527
14,289.55908,352.66226,-29.693325
15,283.33328,351.2705,-26.937565
16,288.37268,353.72534,-21.344229
17,295.9386,362.54514,-16.856611
18,293.45322,360.59143,-21.353285
19,286.70486,350.6662,5.1170177
20,283.28656,348.42545,0.61757064
21,301.43323,367.17554,17.949436
22,299.6999,364.98425,40.28575
23,307.8004,371.09882,47.277657
24,308.35043,371.25336,47.446125
25,324.6304,411.83316,100.4499
26,327.12708,412.21088,106.73592
27,328.57434,412.81784,107.70821
28,345.719,427.2357,126.701256
29,339.09705,413.54492,132.64212
30,335.4037,412.3051,128.80975
31,334.37558,411.6913,140.42334
32,323.92468,402.11154,160.93256
33,312.9755,393.96652,176.98936
34,305.9071,390.51328,169.80812
35,305.62146,390.24118,169.84421
36,301.73767,388.0795,173.33366
37,322.56522,414.53525,194.13045
38,338.08328,440.30856,209.55734
39,339.37814,440.88483,210.7822
40,341.79456,443.34387,213.23935
41,343.4326,444.00208,203.64607
42,346.39984,444.89838,206.58792
43,337.34143,437.33652,226.89087
44,333.2652,434.5169,222.78984
45,330.3266,433.32074,213.18555
46,332.83405,434.69913,210.59793
47,341.91763,441.94147,229.99701
48,336.3284,439.58984,219.70784
49,340.16504,440.40286,215.8359
50,343.70422,442.18054,219.36658
51,347.7131,443.36685,215.33328
52,340.76624,440.6927,208.37967
53,335.81784,436.24634,203.40933
54,334.64404,435.79517,202.22835
55,337.51318,438.52527,179.09021
56,344.62073,443.25818,162.76587
57,330.792,429.5059,138.64998
58,326.38855,426.32343,134.23871
59,325.02136,425.01044,111.59686
60,320.66205,423.95743,105.92608
61,289.46777,369.15112,74.7283
62,286.137,368.01788,67.764305
63,300.8882,388.7013,38.287037
64,286.15955,373.58725,16.554745
65,265.76974,350.31525,36.939804
66,280.7889,364.01425,18.84007
67,288.09875,370.49384,26.147718
68,293.25055,374.3597,31.295654
69,295.2834,375.06607,24.06305
70,320.31506,407.7981,-4.3742504
71,319.65857,407.1822,-3.7190518
72,318.42188,406.79495,-2.483073
73,308.71637,389.4998,-41.899654
74,296.48853,364.64264,-54.128296
75,307.69983,377.1696,-77.15236
76,309.138,379.14716,-106.03586
77,307.30966,378.33157,-104.207634
78,314.04584,383.8081,-97.47213
79,310.0175,382.43802,-104.71244
80,313.2598,384.853,-120.58859
81,318.3411,387.6332,-108.84824
82,319.32947,388.40695,-109.83683
83,308.42197,379.41663,-127.41664
84,318.49728,386.41074,-137.49205
85,318.52127,386.42105,-137.51617
86,319.56915,387.24774,-154.47084
87,318.91776,386.925,-153.81941
88,344.0213,417.93896,-181.44069
89,338.60168,415.2532,-186.86038
90,335.40875,414.55832,-190.05347
91,335.71188,414.90454,-190.35669
92,336.3085,415.5262,-190.95338
93,348.77527,427.63577,-203.4201
94,344.8136,426.16293,-212.2377
95,361.18832,451.4483,-174.59364
96,366.00452,452.62366,-168.46497
97,380.61215,465.2958,-153.85739
98,391.43423,471.30978,-139.3996
99,389.6525,468.41284,-96.95767
100,395.94965,471.61984,-83.65925
101,419.81042,495.1017,-57.232307
